commit 8af39cebc547a946b4ae861854c46c9c9a70a923
Merge: 37cc79f 85be7c5
Author: bors <bors@rust-lang.org>
Date:   Wed Jun 17 20:04:19 2015 +0000

    Auto merge of #26321 - srwalter:remove-i386-textrel, r=alexcrichton
    
    This prevents a relocation in the text section.  Text relocations are
    incompatible with hardened kernels.
    
    https://github.com/rust-lang/rust/issues/5714
rustc: ./hyper.0.5.0
cargo rustc -- -Ztime-passes
    Updating registry `https://github.com/rust-lang/crates.io-index`
 Downloading aho-corasick v0.1.4
   Compiling matches v0.1.2
   Compiling httparse v0.1.4
   Compiling traitobject v0.0.1
   Compiling lazy_static v0.1.11
   Compiling rustc-serialize v0.3.15
   Compiling unicase v0.1.0
   Compiling typeable v0.1.2
   Compiling libc v0.1.8
   Compiling bitflags v0.1.1
   Compiling gcc v0.3.8
   Compiling pkg-config v0.3.5
   Compiling log v0.3.1
   Compiling num_cpus v0.2.6
   Compiling mime v0.0.11
   Compiling time v0.1.26
   Compiling openssl-sys v0.6.2
   Compiling openssl v0.6.2
   Compiling url v0.2.35
   Compiling cookie v0.1.21
   Compiling hyper v0.5.0 (file:///root/benchmarks/hyper.0.5.0)
time: 0.030 	parsing
time: 0.009 	configuration 1
time: 0.000 	recursion limit
time: 0.000 	gated macro checking
time: 0.000 	crate injection
time: 0.003 	macro loading
time: 0.000 	plugin loading
time: 0.000 	plugin registration
time: 0.189 	expansion
time: 0.005 	complete gated feature checking 1
time: 0.030 	configuration 2
time: 0.013 	maybe building test harness
time: 0.010 	prelude injection
time: 0.001 	checking that all macro invocations are gone
time: 0.002 	complete gated feature checking 2
time: 0.012 	assigning node ids and indexing ast
time: 0.002 	external crate/lib resolution
time: 0.002 	language item collection
time: 0.036 	resolution
time: 0.002 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.001 	looking for plugin registrar
time: 0.009 	region resolution
time: 0.002 	loop checking
time: 0.001 	static item recursion checking
time: 0.014 	type collecting
time: 0.003 	variance inference
time: 0.102 	coherence checking
time: 1.003 	type checking
time: 0.073 	const checking
time: 0.012 	privacy checking
time: 0.000 	stability index
time: 0.004 	intrinsic checking
time: 0.002 	effect checking
time: 0.014 	match checking
time: 0.007 	liveness checking
time: 0.094 	borrow checking
time: 0.067 	rvalue checking
time: 0.003 	reachability checking
time: 0.007 	death checking
time: 0.011 	stability checking
time: 0.000 	unused lib feature checking
time: 0.040 	lint checking
time: 0.000 	resolving dependency formats
time: 2.127 	translation
  time: 0.101 	llvm function passes
  time: 0.045 	llvm module passes
  time: 1.702 	codegen passes
  time: 0.001 	codegen passes
time: 2.067 	LLVM passes
time: 0.187 	linking
done
