commit b850046ca1474a2e6b7b039d5844616bbfa97015
Merge: a279826 023f661
Author: bors <bors@rust-lang.org>
Date:   Sat Jun 13 14:02:25 2015 +0000

    Auto merge of #26272 - Manishearth:rollup, r=Manishearth
    
    - Successful merges: #26255, #26256, #26257, #26259, #26260
    - Failed merges:
rustc: ./hyper.0.5.0
cargo rustc -- -Ztime-passes
    Updating registry `https://github.com/rust-lang/crates.io-index`
   Compiling traitobject v0.0.1
   Compiling gcc v0.3.8
   Compiling rustc-serialize v0.3.15
   Compiling lazy_static v0.1.11
   Compiling bitflags v0.1.1
   Compiling matches v0.1.2
   Compiling pkg-config v0.3.4
   Compiling httparse v0.1.4
   Compiling unicase v0.1.0
   Compiling libc v0.1.8
   Compiling typeable v0.1.2
   Compiling log v0.3.1
   Compiling num_cpus v0.2.6
   Compiling mime v0.0.11
   Compiling openssl-sys v0.6.2
   Compiling time v0.1.26
   Compiling openssl v0.6.2
   Compiling url v0.2.35
   Compiling cookie v0.1.21
   Compiling hyper v0.5.0 (file:///root/benchmarks/hyper.0.5.0)
time: 0.030 	parsing
time: 0.009 	configuration 1
time: 0.000 	recursion limit
time: 0.000 	gated macro checking
time: 0.000 	crate injection
time: 0.003 	macro loading
time: 0.000 	plugin loading
time: 0.000 	plugin registration
time: 0.194 	expansion
time: 0.005 	complete gated feature checking 1
time: 0.030 	configuration 2
time: 0.013 	maybe building test harness
time: 0.010 	prelude injection
time: 0.001 	checking that all macro invocations are gone
time: 0.002 	complete gated feature checking 2
time: 0.012 	assigning node ids and indexing ast
time: 0.002 	external crate/lib resolution
time: 0.002 	language item collection
time: 0.036 	resolution
time: 0.002 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.001 	looking for plugin registrar
time: 0.008 	region resolution
time: 0.002 	loop checking
time: 0.001 	static item recursion checking
time: 0.011 	type collecting
time: 0.003 	variance inference
time: 0.104 	coherence checking
time: 1.011 	type checking
time: 0.074 	const checking
time: 0.011 	privacy checking
time: 0.000 	stability index
time: 0.004 	intrinsic checking
time: 0.002 	effect checking
time: 0.014 	match checking
time: 0.006 	liveness checking
time: 0.094 	borrow checking
time: 0.069 	rvalue checking
time: 0.003 	reachability checking
time: 0.007 	death checking
time: 0.011 	stability checking
time: 0.000 	unused lib feature checking
time: 0.042 	lint checking
time: 0.000 	resolving dependency formats
time: 2.600 	translation
  time: 0.098 	llvm function passes
  time: 0.044 	llvm module passes
  time: 1.987 	codegen passes
  time: 0.002 	codegen passes
time: 2.369 	LLVM passes
time: 0.197 	linking
done
