commit acfcb15e0999046bd27801e16b7c5cda42689e10
Merge: 7e9a8e3 4753fad
Author: bors <bors@rust-lang.org>
Date:   Thu Jun 11 13:17:19 2015 +0000

    Auto merge of #26184 - aepsil0n:error-desc-funcargs, r=alexcrichton
    
    These errors all relate to type checking, specifically the number of function arguments, and occur in librustc_typeck::check::check_argument_types.
    
    Resolves part of #24407.
rustc: ./hyper.0.5.0
cargo rustc -- -Ztime-passes
   Compiling hyper v0.5.0 (file:///root/benchmarks/hyper.0.5.0)
time: 0.030 	parsing
time: 0.009 	configuration 1
time: 0.000 	recursion limit
time: 0.000 	gated macro checking
time: 0.000 	crate injection
time: 0.003 	macro loading
time: 0.000 	plugin loading
time: 0.000 	plugin registration
time: 0.194 	expansion
time: 0.005 	complete gated feature checking 1
time: 0.032 	configuration 2
time: 0.015 	maybe building test harness
time: 0.011 	prelude injection
time: 0.001 	checking that all macro invocations are gone
time: 0.002 	complete gated feature checking 2
time: 0.012 	assigning node ids and indexing ast
time: 0.002 	external crate/lib resolution
time: 0.002 	language item collection
time: 0.038 	resolution
time: 0.002 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.001 	looking for plugin registrar
time: 0.008 	region resolution
time: 0.001 	loop checking
time: 0.001 	static item recursion checking
time: 0.012 	type collecting
time: 0.002 	variance inference
time: 0.104 	coherence checking
time: 1.025 	type checking
time: 0.075 	const checking
time: 0.011 	privacy checking
time: 0.000 	stability index
time: 0.004 	intrinsic checking
time: 0.002 	effect checking
time: 0.014 	match checking
time: 0.006 	liveness checking
time: 0.098 	borrow checking
time: 0.069 	rvalue checking
time: 0.002 	reachability checking
time: 0.008 	death checking
time: 0.011 	stability checking
time: 0.000 	unused lib feature checking
time: 0.043 	lint checking
time: 0.000 	resolving dependency formats
time: 2.608 	translation
  time: 0.097 	llvm function passes
  time: 0.047 	llvm module passes
  time: 2.025 	codegen passes
  time: 0.002 	codegen passes
time: 2.408 	LLVM passes
time: 0.199 	linking
done
