commit 2f5683913c9815d9f12494784747f79b0f3b3066
Merge: ff8fee1 45f830b
Author: bors <bors@rust-lang.org>
Date:   Thu Jun 18 23:28:41 2015 +0000

    Auto merge of #26413 - alexcrichton:from-raw-fd-prelude, r=sfackler
    
    These were just left out by mistake!
rustc: ./hyper.0.5.0
cargo rustc -- -Ztime-passes
   Compiling hyper v0.5.0 (file:///root/benchmarks/hyper.0.5.0)
time: 0.030 	parsing
time: 0.009 	configuration 1
time: 0.000 	recursion limit
time: 0.000 	gated macro checking
time: 0.000 	crate injection
time: 0.003 	macro loading
time: 0.000 	plugin loading
time: 0.000 	plugin registration
time: 0.190 	expansion
time: 0.005 	complete gated feature checking 1
time: 0.031 	configuration 2
time: 0.013 	maybe building test harness
time: 0.010 	prelude injection
time: 0.001 	checking that all macro invocations are gone
time: 0.002 	complete gated feature checking 2
time: 0.013 	assigning node ids and indexing ast
time: 0.002 	external crate/lib resolution
time: 0.002 	language item collection
time: 0.038 	resolution
time: 0.002 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.001 	looking for plugin registrar
time: 0.008 	region resolution
time: 0.002 	loop checking
time: 0.001 	static item recursion checking
time: 0.013 	type collecting
time: 0.002 	variance inference
time: 0.102 	coherence checking
time: 0.825 	type checking
time: 0.070 	const checking
time: 0.011 	privacy checking
time: 0.000 	stability index
time: 0.005 	intrinsic checking
time: 0.002 	effect checking
time: 0.014 	match checking
time: 0.006 	liveness checking
time: 0.094 	borrow checking
time: 0.063 	rvalue checking
time: 0.003 	reachability checking
time: 0.008 	death checking
time: 0.010 	stability checking
time: 0.000 	unused lib feature checking
time: 0.040 	lint checking
time: 0.000 	resolving dependency formats
time: 1.928 	translation
  time: 0.100 	llvm function passes
  time: 0.041 	llvm module passes
  time: 1.676 	codegen passes
  time: 0.001 	codegen passes
time: 2.030 	LLVM passes
time: 0.185 	linking
done
