commit 8025bc964c0f31726636811d97f9f46cd0d4c40f
Merge: 6c5834d 96bc00f
Author: bors <bors@rust-lang.org>
Date:   Wed Jun 10 10:05:39 2015 +0000

    Auto merge of #26153 - dotdash:issue26127, r=luqmana
    
    Fixes #26127
rustc: ./hyper.0.5.0
cargo rustc -- -Ztime-passes
   Compiling hyper v0.5.0 (file:///root/benchmarks/hyper.0.5.0)
time: 0.030 	parsing
time: 0.009 	configuration 1
time: 0.000 	recursion limit
time: 0.000 	gated macro checking
time: 0.000 	crate injection
time: 0.003 	macro loading
time: 0.000 	plugin loading
time: 0.000 	plugin registration
time: 0.196 	expansion
time: 0.005 	complete gated feature checking 1
time: 0.032 	configuration 2
time: 0.013 	maybe building test harness
time: 0.010 	prelude injection
time: 0.001 	checking that all macro invocations are gone
time: 0.002 	complete gated feature checking 2
time: 0.012 	assigning node ids and indexing ast
time: 0.002 	external crate/lib resolution
time: 0.002 	language item collection
time: 0.036 	resolution
time: 0.002 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.001 	looking for plugin registrar
time: 0.008 	region resolution
time: 0.002 	loop checking
time: 0.001 	static item recursion checking
time: 0.012 	type collecting
time: 0.003 	variance inference
time: 0.103 	coherence checking
time: 1.011 	type checking
time: 0.074 	const checking
time: 0.011 	privacy checking
time: 0.000 	stability index
time: 0.004 	intrinsic checking
time: 0.002 	effect checking
time: 0.014 	match checking
time: 0.006 	liveness checking
time: 0.094 	borrow checking
time: 0.069 	rvalue checking
time: 0.003 	reachability checking
time: 0.007 	death checking
time: 0.010 	stability checking
time: 0.000 	unused lib feature checking
time: 0.042 	lint checking
time: 0.000 	resolving dependency formats
time: 2.598 	translation
  time: 0.095 	llvm function passes
  time: 0.044 	llvm module passes
  time: 1.996 	codegen passes
  time: 0.002 	codegen passes
time: 2.374 	LLVM passes
time: 0.199 	linking
done
