commit 941af7be24a5c54fd24ba9f0276b97d2c3b53748
Merge: b20728c 2424800
Author: bors <bors@rust-lang.org>
Date:   Thu Jun 18 08:54:35 2015 +0000

    Auto merge of #26389 - Manishearth:rollup, r=Manishearth
    
    - Successful merges: #26314, #26342, #26348, #26349, #26369, #26387
    - Failed merges:
rustc: ./html5ever-2015-05-15
cargo rustc -- -Ztime-passes
   Compiling html5ever v0.0.0 (file:///root/benchmarks/html5ever-2015-05-15)
time: 0.020 	parsing
time: 0.006 	configuration 1
time: 0.000 	recursion limit
time: 0.000 	gated macro checking
time: 0.000 	crate injection
time: 0.004 	macro loading
time: 0.001 	plugin loading
time: 0.000 	plugin registration
time: 1.020 	expansion
time: 0.004 	complete gated feature checking 1
time: 0.031 	configuration 2
time: 0.016 	maybe building test harness
time: 0.015 	prelude injection
time: 0.003 	checking that all macro invocations are gone
time: 0.003 	complete gated feature checking 2
time: 0.019 	assigning node ids and indexing ast
time: 0.002 	external crate/lib resolution
time: 0.004 	language item collection
time: 0.038 	resolution
time: 0.003 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.002 	looking for plugin registrar
time: 0.024 	region resolution
time: 0.003 	loop checking
time: 0.003 	static item recursion checking
time: 0.009 	type collecting
time: 0.004 	variance inference
time: 0.093 	coherence checking
time: 1.113 	type checking
time: 0.099 	const checking
time: 0.018 	privacy checking
time: 0.001 	stability index
time: 0.005 	intrinsic checking
time: 0.003 	effect checking
time: 0.053 	match checking
time: 0.013 	liveness checking
time: 0.121 	borrow checking
time: 0.047 	rvalue checking
time: 0.003 	reachability checking
time: 0.012 	death checking
time: 0.013 	stability checking
time: 0.000 	unused lib feature checking
time: 0.058 	lint checking
makefile:2: recipe for target 'all' failed
done
