commit ac673543920d9c1ec0f43ad1a6d9fe415bbbf957
Merge: f06e026 6b6b380
Author: bors <bors@rust-lang.org>
Date:   Tue Jun 9 21:36:03 2015 +0000

    Auto merge of #26150 - steveklabnik:rollup, r=steveklabnik
    
    - Successful merges: #26111, #26125, #26129, #26131, #26132, #26133, #26134, #26136, #26140, #26144
    - Failed merges:
rustc: ./html5ever-2015-05-15
cargo rustc -- -Ztime-passes
   Compiling html5ever v0.0.0 (file:///root/benchmarks/html5ever-2015-05-15)
time: 0.020 	parsing
time: 0.006 	configuration 1
time: 0.000 	recursion limit
time: 0.000 	gated macro checking
time: 0.000 	crate injection
time: 0.004 	macro loading
time: 0.001 	plugin loading
time: 0.000 	plugin registration
time: 1.059 	expansion
time: 0.004 	complete gated feature checking 1
time: 0.031 	configuration 2
time: 0.016 	maybe building test harness
time: 0.015 	prelude injection
time: 0.002 	checking that all macro invocations are gone
time: 0.003 	complete gated feature checking 2
time: 0.020 	assigning node ids and indexing ast
time: 0.002 	external crate/lib resolution
time: 0.004 	language item collection
time: 0.038 	resolution
time: 0.003 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.002 	looking for plugin registrar
time: 0.023 	region resolution
time: 0.002 	loop checking
time: 0.003 	static item recursion checking
time: 0.008 	type collecting
time: 0.003 	variance inference
time: 0.094 	coherence checking
time: 1.247 	type checking
time: 0.100 	const checking
time: 0.017 	privacy checking
time: 0.001 	stability index
time: 0.004 	intrinsic checking
time: 0.003 	effect checking
time: 0.050 	match checking
time: 0.013 	liveness checking
time: 0.125 	borrow checking
time: 0.055 	rvalue checking
time: 0.003 	reachability checking
time: 0.011 	death checking
time: 0.012 	stability checking
time: 0.000 	unused lib feature checking
time: 0.065 	lint checking
makefile:2: recipe for target 'all' failed
done
