commit 7a13b93b00af4e8f8b3baae2926e9877f5f6403d
Merge: 1ef14d9 59638d1
Author: bors <bors@rust-lang.org>
Date:   Thu Jun 18 12:06:25 2015 +0000

    Auto merge of #26392 - oli-obk:unused_functions, r=dotdash
    
    These aren't used anywhere and to my current knowledge it's unlikely that they are going to be used in the future
rustc: ./regex.0.1.30
cargo rustc -- -Ztime-passes
   Compiling regex v0.1.30 (file:///root/benchmarks/regex.0.1.30)
time: 0.055 	parsing
time: 0.012 	configuration 1
time: 0.000 	recursion limit
time: 0.001 	gated macro checking
time: 0.000 	crate injection
time: 0.002 	macro loading
time: 0.000 	plugin loading
time: 0.000 	plugin registration
time: 0.092 	expansion
time: 0.001 	complete gated feature checking 1
time: 0.013 	configuration 2
time: 0.007 	maybe building test harness
time: 0.006 	prelude injection
time: 0.000 	checking that all macro invocations are gone
time: 0.001 	complete gated feature checking 2
time: 0.008 	assigning node ids and indexing ast
time: 0.001 	external crate/lib resolution
time: 0.001 	language item collection
time: 0.013 	resolution
time: 0.001 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.001 	looking for plugin registrar
time: 0.008 	region resolution
time: 0.001 	loop checking
time: 0.001 	static item recursion checking
time: 0.004 	type collecting
time: 0.001 	variance inference
time: 0.075 	coherence checking
time: 0.358 	type checking
time: 0.036 	const checking
time: 0.005 	privacy checking
time: 0.000 	stability index
time: 0.001 	intrinsic checking
time: 0.001 	effect checking
time: 0.003 	match checking
time: 0.003 	liveness checking
time: 0.023 	borrow checking
time: 0.013 	rvalue checking
time: 0.000 	reachability checking
time: 0.003 	death checking
time: 0.004 	stability checking
time: 0.000 	unused lib feature checking
time: 0.022 	lint checking
time: 0.000 	resolving dependency formats
time: 0.873 	translation
  time: 0.040 	llvm function passes
  time: 0.015 	llvm module passes
  time: 0.630 	codegen passes
  time: 0.001 	codegen passes
time: 0.766 	LLVM passes
time: 0.076 	linking
done
