commit fbb13543fc1e0afe4975996b4c20b3898e86030d
Merge: 01ab4f7 1112a05
Author: bors <bors@rust-lang.org>
Date:   Thu Jun 11 00:22:27 2015 +0000

    Auto merge of #25839 - bluss:str-split-at-impl, r=alexcrichton
    
    Implement RFC rust-lang/rfcs#1123
    
    Add str method str::split_at(mid: usize) -> (&str, &str).
    
    Also a minor cleanup in the collections::str module. Remove redundant slicing of self.
rustc: ./hyper.0.5.0
cargo rustc -- -Ztime-passes
   Compiling hyper v0.5.0 (file:///root/benchmarks/hyper.0.5.0)
time: 0.031 	parsing
time: 0.009 	configuration 1
time: 0.000 	recursion limit
time: 0.000 	gated macro checking
time: 0.000 	crate injection
time: 0.003 	macro loading
time: 0.000 	plugin loading
time: 0.000 	plugin registration
time: 0.196 	expansion
time: 0.005 	complete gated feature checking 1
time: 0.032 	configuration 2
time: 0.014 	maybe building test harness
time: 0.010 	prelude injection
time: 0.001 	checking that all macro invocations are gone
time: 0.002 	complete gated feature checking 2
time: 0.012 	assigning node ids and indexing ast
time: 0.002 	external crate/lib resolution
time: 0.002 	language item collection
time: 0.036 	resolution
time: 0.002 	lifetime resolution
time: 0.000 	looking for entry point
time: 0.001 	looking for plugin registrar
time: 0.008 	region resolution
time: 0.002 	loop checking
time: 0.001 	static item recursion checking
time: 0.012 	type collecting
time: 0.003 	variance inference
time: 0.104 	coherence checking
time: 1.034 	type checking
time: 0.075 	const checking
time: 0.011 	privacy checking
time: 0.000 	stability index
time: 0.004 	intrinsic checking
time: 0.002 	effect checking
time: 0.015 	match checking
time: 0.006 	liveness checking
time: 0.096 	borrow checking
time: 0.069 	rvalue checking
time: 0.003 	reachability checking
time: 0.007 	death checking
time: 0.011 	stability checking
time: 0.000 	unused lib feature checking
time: 0.044 	lint checking
time: 0.000 	resolving dependency formats
time: 2.638 	translation
  time: 0.095 	llvm function passes
  time: 0.045 	llvm module passes
  time: 2.002 	codegen passes
  time: 0.002 	codegen passes
time: 2.382 	LLVM passes
time: 0.199 	linking
done
